name,year,vote_average,page_url,image_url,genres,director,actors,description
Masters of the Air,2024,7.763,https://www.themoviedb.org/tv/46518,https://image.tmdb.org/t/p/original/rSAmgcoA74371rplbqM27yVsd3y.jpg,"Drama, War & Politics",John Orloff,"Austin Butler, Callum Turner, Anthony Boyle, Nate Mann, Stephen Campbell Moore","During World War II, airmen risk their lives with the 100th Bomb Group, a brotherhood forged by courage, loss, and triumph."
Mobile Suit Gundam: Iron-Blooded Orphans,2015,7.4,https://www.themoviedb.org/tv/64375,https://image.tmdb.org/t/p/original/x5M9yxvBhrUP4rsKSl3d9VzK7O.jpg,"Animation, War & Politics, Action & Adventure, Sci-Fi & Fantasy",,"Kengo Kawanishi, Yoshimasa Hosoya, Yuka Terasaki, Hisako Kanemoto, Yuuichirou Umehara","On a terraformed post-disaster Mars, a group of child security agents rebel against the adults who betrayed them and the oppressive Earth government."
Star Blazers: Space Battleship Yamato 2199,2013,7.221,https://www.themoviedb.org/tv/45844,https://image.tmdb.org/t/p/original/kP0qdJDIV2kHF2CTw8l5RrGyZYE.jpg,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy, War & Politics",,"Daisuke Ono, Kenichi Suzumura, Sakaya Kanda, Houko Kuwashima, Hochu Otsuka","The year is 2199. The human race has been crushed in their war with the Gamilos, driven into underground cities by the invader's assault. Scientists estimate they have only a year left. The young officers Susumu Kodai and Daisuke Shima receive a mysterious capsule from a ship that made an emergency landing on Mars and return with it to Earth. It contains humanity's last hope: the planet Iscandar on the other side of the Magellan Galaxy has the technology to defeat the Gamilos and restore the planet. The space battleship Yamato is entrusted with this task, but they have only one year before humanity ends."
Mobile Suit Zeta Gundam,1985,8.0,https://www.themoviedb.org/tv/13674,https://image.tmdb.org/t/p/original/pmErEd15QbO05OJ3awhr7jvs8LQ.jpg,"Action & Adventure, Animation, War & Politics, Drama",Yoshiyuki Tomino,"Nobuo Tobita, Shuichi Ikeda, Miyuki Matsuoka, Maya Okamoto, Kazuhiko Inoue","Universal Century 0087, 7 years have passed since the end of the One Year War between the Earth Federation and the Principality of Zeon. The Earth Federation has created an elite task force, known as the Titans, who are responsible for hunting the remaining Zeon forces. However, the power-hungry Titans have spurred the creation of a rebellious faction called the Anti-Earth Union Group (AEUG)."
SIX,2017,7.3,https://www.themoviedb.org/tv/66871,https://image.tmdb.org/t/p/original/3UUbbelbbHGo0AEHK7DQbJMosnJ.jpg,"War & Politics, Drama, Crime, Action & Adventure","David Broyles, William Broyles Jr.","Olivia Munn, Barry Sloane, Dominic Adams, Kyle Schmid, Juan Pablo Raba",Action drama series inspired by the real missions of Navy SEAL Team Six.
Ekaterina,2014,7.8,https://www.themoviedb.org/tv/71152,https://image.tmdb.org/t/p/original/cEFDuWZ32UqAL9AU15g04xmw3jY.jpg,"Drama, War & Politics",,"Marina Aleksandrova, Vladimir Yaglych, Pavel Tabakov, Nadezhda Lumpova, Nikolay Ivanov","1745. The reigning Empress Elizabeth Petrovna is infertile. The only heir is her feeble-minded nephew Peter III. Elizabeth cannot allow Peter to ascend to the throne, so she decides to marry the tsarevich, wait for the birth of her son, and then take the boy and raise him as a real Russian emperor herself. Brides are coming to St. Petersburg. Among them is the lovely Fike - the young Princess Sofia Frederica from the impoverished branch of the Prussian kings."
"What Will You Do, Ieyasu?",2023,7.7,https://www.themoviedb.org/tv/136778,https://image.tmdb.org/t/p/original/yIA6KveOCGwacod51XfMUoNGBMR.jpg,"Drama, War & Politics",,"Jun Matsumoto, Junichi Okada, Kasumi Arimura, Tsuyoshi Muro, Mansai Nomura","He lost his land, his father, and was torn from his mother. Lonely and wounded, young Takechiyo thought he'd live out his days quietly as a hostage. But fate had other plans. Inspired by Mikawa warriors, he becomes a minor lord and dives into a war-torn world ruled by monsters like Nobunaga and Shingen.Life-or-death moments, miscalculations, and no time to breathe—what will you do, Ieyasu?"
Thunderbolt of Special Forces,2016,0.0,https://www.themoviedb.org/tv/98022,https://image.tmdb.org/t/p/original/xYJGRVqUt0pj6Cf0v6DgQHj7N3y.jpg,"Drama, Action & Adventure, War & Politics",,"Ren Tianye, Cheng Su, Zhang Jin, Li Fei, Mu Xing",
The Glory of Youth,2021,6.5,https://www.themoviedb.org/tv/123227,https://image.tmdb.org/t/p/original/hKQbp2mwqhvtWpI8opDanUIsfU7.jpg,"Drama, War & Politics",,"Li Yifeng, Viann Zhang Xinyu, Xiao Yang, Chen Xingxu, Duan Bowen","A group of university students joins the rocket force, facing rigorous training under experienced soldiers. Among them, four roommates—Xia Zhuo, Ouyang Jun, Lin An Bang, and Yi Zi Meng—struggle to adapt. Despite initial doubts, their journey transforms them into true soldiers."
Navy Log,1955,4.5,https://www.themoviedb.org/tv/13813,,"War & Politics, Drama",Samuel Gallu,Clint Eastwood,"Navy Log is an American drama anthology series that initially aired for one season on CBS. It relates the greatest survival war stories in the history of the United States Navy. This series premiered on September 20, 1955, but the following year, it was moved to ABC, where it aired until September 25, 1958. The program aired for a total of three seasons and 102 episodes."
The Rebel Princess,2021,6.9,https://www.themoviedb.org/tv/116293,https://image.tmdb.org/t/p/original/6MFsVuhe23tdYKxgyZk0OPRi9XV.jpg,"Drama, War & Politics",Li Jing Ling,"Zhang Ziyi, Zhou Yiwei, Tony Yang, Yu Hewei, Jia Yiping","Wang Xuan and Xiao Qi strike a deal for the sake of power. They marry first before falling in love and join hands to protect their homeland. She is a woman who is no less than any man while he rose from humble beginnings.

The imperial family has become rotten to the core. The nobles are lavish with no regard for the people. Princess Wang Xuan and her childhood sweetheart, the third prince, become pawns of a prophecy that states, ""to acquire thee is to obtain the world."" Being pulled into the matters of the court, Wang Xuan is married off by her father to Xiao Qi who comes from a poor family. On the night of their wedding, Xiao Qi is forced to leave the capital. Wang Xuan is shamed and discouraged. The Helan Prince kidnaps Wang Xuan in order to seek revenge on Xiao Qi. The crisis they face becomes a blessing in disguise for the couple. Wang Xuan is moved and inspired by Xiao Qi's wish to bring peace and prosperity to the nation and they fall in love."
For the Sake of the Republic,2003,9.2,https://www.themoviedb.org/tv/66498,https://image.tmdb.org/t/p/original/7D9DVvIgAllcwWPK0FHneL8jaFf.jpg,"Drama, War & Politics",Zhang Li,"Lü Zhong, Wang Bing, Sun Chun, Ma Shaohua, Li Guangjie","Towards the Republic, also known as For the Sake of the Republic and Zou Xiang Gong He, is a Chinese historical television series first broadcast on CCTV in China from April to May 2003. The series is based on events that occurred in China between the late 19th century and early 20th century that led to the collapse of the Qing Dynasty and the founding of the Republic of China. Owing to its portrayal of historical issues deemed politically sensitive by the Chinese government, the series has been subject to censorship in mainland China."
Ice Fantasy,2016,5.9,https://www.themoviedb.org/tv/67015,https://image.tmdb.org/t/p/original/kmXMaUqlyzOQ0zN5e7zPwd8kawa.jpg,"Drama, Sci-Fi & Fantasy, War & Politics",Guo Jingming,"William Feng, Victoria Song, Ma Tianyu, Zhang Meng, Madina Memet","A century after the war between the Ice and Fire Tribes, Prince Ka Suo of the Ice Tribe becomes king, searching for his missing lover and brother. He uncovers a dark conspiracy within his tribe, unaware that his brother, now the Fire Prince with no memory of his past, is leading the Fire Tribe. As tensions rise, the brothers are forced into a new conflict, this time against each other."
China Beach,1988,7.4,https://www.themoviedb.org/tv/2294,https://image.tmdb.org/t/p/original/hAHjHqh9b31xljMxSc6PBet3a1X.jpg,"Drama, War & Politics","John Wells, John Sacret Young","Dana Delany, Marg Helgenberger, Michael Boatman, Troy Evans, Nancy Giles","Dateline: November 1967. Within klicks of Danang, Vietnam, sits a U.S. Army base, bar and hospital on China Beach filled with wounded soldiers and one very lovely but damaged Army Nurse Colleen McMurphy. Many heroes, dead and alive, try to make sense of life and death in between bourbon, bullets and battles."
Soldier Soldier,1991,6.6,https://www.themoviedb.org/tv/13587,https://image.tmdb.org/t/p/original/xTViK9932qvFrEOJznd82HTsl92.jpg,"Drama, War & Politics",Lucy Gannon,,"The daily lives of a group of soldiers in 'B' Company, 1st Battalion The King's Fusiliers."
Transcend the Gods: The Black Troop,2017,9.3,https://www.themoviedb.org/tv/84516,https://image.tmdb.org/t/p/original/8w1D2KbZjxwo3JKwKPT6E1gsYcH.jpg,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy, War & Politics",Lei Sala,"Wei Qi, Lu  Gengyi, Liu Xiaoyu, Ji Guanlin, 邵亦琛",
Heroes of Sui and Tang Dynasties,2012,0.0,https://www.themoviedb.org/tv/136651,https://image.tmdb.org/t/p/original/xDWhzwXcp8dAn6unvA87nE7Dqh3.jpg,"Drama, War & Politics, Action & Adventure",,"Ban Jing Hui, Xu Wei","Heroes emerged in large numbers during the tumultuous and short-lived Sui to early Tang dynasty period. Most famous among them are Qin Qiong, Luo Cheng, Cheng Yao Jin, Shan Xiong Xin and Wei Chi Gong, known as the ""Five Tigers of Sui and Tang"", who would help Li Shi Min defeat rebels and rivals and pacify the land. The drama will start with the establishment of the Sui dynasty and end with Li Shi Min's ascension to the throne."
The Pacific,2010,7.782,https://www.themoviedb.org/tv/16997,https://image.tmdb.org/t/p/original/x9Y1IMFdY8Ma222KcQadFEau0EB.jpg,"Drama, Action & Adventure, War & Politics",Bruce C. McKenna,"James Badge Dale, Jon Seda, Joseph Mazzello, Ashton Holmes, Jacob Pitts","Track the intertwined real-life stories of three U.S. Marines – Robert Leckie, John Basilone, and Eugene Sledge – across the vast canvas of the Pacific Theater during World War II. A companion piece to the 2001 miniseries Band of Brothers."
Medici: Masters of Florence,2016,7.737,https://www.themoviedb.org/tv/66761,https://image.tmdb.org/t/p/original/vFtsI6Nk3cy2l4LGoh1aFRZKaQ7.jpg,"Drama, War & Politics","Nicholas Meyer, Frank Spotnitz","Daniel Sharman, Synnøve Karlsen, Alessandra Mastronardi, Sebastian de Souza, Francesco Montanari","The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies."
Sharpe,1993,8.0,https://www.themoviedb.org/tv/225,https://image.tmdb.org/t/p/original/adoq3P4qCeDquGXjtcwDDXECESH.jpg,"War & Politics, Action & Adventure",,"Sean Bean, Daragh O'Malley","Sharpe is a British series of television dramas starring Sean Bean as Richard Sharpe, a fictional British soldier in the Napoleonic Wars. Sharpe is the hero of a number of novels by Bernard Cornwell; most, though not all, of the episodes are based on the books. Produced by Celtic Films and Picture Palace Films for the ITV network, the series was shot mainly in Turkey and the Crimea, although some filming was also done in England, Spain and Portugal.

The series originally ran from 1993 to 1997. In 2004, as part of ITV's new set of drama, ITV announced that it intended to produce new episodes of Sharpe, in co-production with BBC America, loosely based on his time in India, with Sean Bean continuing his role as Sharpe. Sharpe's Challenge is a two-part adventure; part one premiered on ITV on 23 April 2006, with part two being shown the following night. With more gore than earlier episodes, the show was broadcast by BBC America in September 2006."
North and South,1985,7.418,https://www.themoviedb.org/tv/3266,https://image.tmdb.org/t/p/original/yd6Gtg8GntTsOqPf27gGIkS9vIe.jpg,"Drama, War & Politics",Richard T. Heffron,"James Read, Lesley-Anne Down, Patrick Swayze, Philip Casnoff, Terri Garber","The story of the enduring friendship between Orry Main of South Carolina and George Hazard of Pennsylvania, who become best friends while attending the United States Military Academy at West Point but later find themselves and their families on opposite sides of the American Civil War."
The Heroic Legend of Arslan,2015,6.975,https://www.themoviedb.org/tv/62430,https://image.tmdb.org/t/p/original/p6F6pGoNNtIViDxHkU4wDeseiyJ.jpg,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy, War & Politics",,"Yusuke Kobayashi, Daisuke Namikawa, Yoshimasa Hosoya, Natsuki Hanae, Kenta Miyake","Arslan is the heir apparent of Pars, a strong nation that sits at the hear of the trade route connecting the East and the West. When the pagan nation of Lusitania begins an invasion of Pars, the timid Arslan is confronted with battle for the first time. His worst anxieties are realized the Parsian army falls for a Lusitanian stratagem and are routed. He barely escapes with his life, thanks to the loyal and indomitable warrior Daryun. Together they will stand against the invasion and the cruelties of fate that are about to blow down on Pars."
Empress Ki,2013,7.363,https://www.themoviedb.org/tv/61148,https://image.tmdb.org/t/p/original/cH9PMmBkhtVMlCdi8fgvMqekNKi.jpg,"Drama, War & Politics",Han Hee,"Ha Ji-won, Ju Jin-mo, Ji Chang-wook, Jin Yi-han, Baek Jin-hee","A woman born in Korea navigates her way through love, war, politics and national loyalties to become a powerful empress in China's Yuan dynasty."
Basilisk,2005,7.367,https://www.themoviedb.org/tv/9410,https://image.tmdb.org/t/p/original/oqLJUgkLjL7FK3NdSpnG7NZHPva.jpg,"Animation, War & Politics, Action & Adventure, Sci-Fi & Fantasy",,"Inori Minase, Reina Ueda, Tasuku Hatanaka, Yui Horie, Takuya Kirimoto","The story takes place in the year 1614. Two ninja clans, Tsubagakure of the Iga and Manjidani of Kouga, battle each other to determine which grandson of Tokugawa Ieyasu will become the next shogun. The deadly competition between 10 elite ninja from each clan unleashes a centuries-old hatred that threatens to destroy all hope for peace between them."
Valley of the Wolves: Ambush,2007,6.297,https://www.themoviedb.org/tv/49071,https://image.tmdb.org/t/p/original/wDWkjobSJm8I5r2ctSPtneUjHxT.jpg,"Drama, War & Politics, Action & Adventure, Crime",Raci Şaşmaz,"Necati Şaşmaz, Erhan Ufak, Yılmaz Meydaneri, Nevin Efe, Ayla Algan","A continuation series of Osman Sinav's The Wolves Of The Valley. This produce focuses on politics, National Security and Regional Middle East problems. The Wolves of The Valley: Ambush serie also attracts attention by two film; The Wolves of The Valley: Iraq and The Wolves of The Valley: Palestine."
Tour of Duty,1987,8.0,https://www.themoviedb.org/tv/11095,https://image.tmdb.org/t/p/original/uVH3fzDl5vqYolREnppV4Os45gd.jpg,"War & Politics, Drama, Action & Adventure","L. Travis Clark, Steve Duncan","Terence Knox, Stephen Caffrey, Miguel A. Núñez Jr., Tony Becker, Stan Foster",The trials of a U.S. Army platoon serving in the field during the Vietnam War.
Rise & Fall of Qing Dynasty,1987,10.0,https://www.themoviedb.org/tv/109066,https://image.tmdb.org/t/p/original/t7cE4FcRhZ394D2yCi2Wl7tampO.jpg,"War & Politics, Drama, Action & Adventure",,"Yip Yuk-Ping, Kent Tong, Susanna Au-Yeung Pui-San, Sylvia Lai, Suet Lee",
Payitaht: Abdulhamid,2017,7.8,https://www.themoviedb.org/tv/70788,https://image.tmdb.org/t/p/original/fmaWiokhUVDsVkCfoWaQEDFZFFP.jpg,"Action & Adventure, Drama, War & Politics",Serdar Akar,"Bülent İnal, Duygu Gürcan, Hakan Boyav, Bahadır Yenişehirlioğlu, Taner Ertürkler",The fight of Abdülhamid II to keep the Ottoman Empire and Caliphate alive.
Mobile Suit Gundam ZZ,1986,7.411,https://www.themoviedb.org/tv/5660,https://image.tmdb.org/t/p/original/u7GMUFdfljplCbySERldRUReP6P.jpg,"Animation, War & Politics, Action & Adventure, Drama, Comedy, Sci-Fi & Fantasy",,"Kazuki Yao, Hirotaka Suzuoki, Masami Kikuchi, Naoko Matsui, Eriko Hara","The year is Universal Century 0088. Directly after the end of the  Gryps War, Haman Karn and her army of Zeon remnants on the asteroid Axis  begin their quest of reviving the lost empire of the Zabi's, and  proclaim themselves as the Neo-Zeon. With the Earth Federation as  hapless as ever, only the Anti-Earth Union Group (AEUG) is able oppose  the plans of Neo-Zeon. In need of all the help it can get after being  decimated in the previous war and losing many of its key members, the  AEUG ship Argama enlists the aid of a young junk collector from the Side  1 colony of Shangri-La named Judau Ashta to pilot its newest mobile  suit, the ZZ Gundam."
Mobile Suit Gundam Wing,1995,7.847,https://www.themoviedb.org/tv/21730,https://image.tmdb.org/t/p/original/ggHmrZpipHfdEqaGQbv4JrWv0f6.jpg,"Action & Adventure, Animation, Sci-Fi & Fantasy, War & Politics",,"Hikaru Midorikawa, Akiko Yajima, Toshihiko Seki, Shigeru Nakahara, Ai Orikasa","After Colony (A.C.) 195. Mankind has moved into space. Thousands of people live on giant orbiting space colonies called ""Sides."" However, the Earth Government, which rules the colonies, is unjust and cruel. A group of revolutionaries builds five robotic weapons called Gundams and plans to send them to Earth to begin their fight for independence. Piloted by five young men, these Gundams carry the hopes and dreams of freedom of the colonists with them as they descend to Earth to begin Operation Meteor!"
Gunbuster,1988,7.7,https://www.themoviedb.org/tv/66931,https://image.tmdb.org/t/p/original/4WzCDZT7G2QMvF8JxxlYTG85hSp.jpg,"Animation, Sci-Fi & Fantasy, Action & Adventure, War & Politics",,"Maaya Sakamoto, Mitsuo Iwata, Miyuki Sawashiro, Yukari Fukui, Hiroki Touchi","In the near future, humanity has taken its first steps towards journeying into the far reaches of the galaxy. Upon doing so they discover a huge race of insectoid aliens known as ""Space Monsters."" These aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering Earth. In response, humanity develops giant fighting robots piloted by hand-picked youth from around the world. Shortly after the discovery of the aliens, Noriko Takaya, the daughter of a famous deceased space captain, enters a training school despite her questionable talents as a pilot. There, she meets her polar opposite, the beautiful and talented Kazumi Amano, and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions."
The Young Turks,Unknown,6.1,https://www.themoviedb.org/tv/40619,https://image.tmdb.org/t/p/original/zTQaglWNTPn4fWoE2r7bORH0i2F.jpg,"News, Talk, War & Politics","Cenk Uygur, Ben Mankiewicz","Cenk Uygur, Ana Kasparian, John Iadarola",Online American liberal/progressive political and social commentary program hosted by Cenk Uygur and Ana Kasparian
Scarlet Heart: Ryeo,2016,8.516,https://www.themoviedb.org/tv/66433,https://image.tmdb.org/t/p/original/pjdPGHqUe60ZGQJR1TItVNaV4it.jpg,"Drama, Sci-Fi & Fantasy, War & Politics",Tong Hua,"IU, Lee Joon-gi, Kang Ha-neul, Hong Jong-hyun, Baekhyun",A story of a 25-year-old Go Hajin who is transported back in time to the Goryeo Dynasty. She then wakes up in the body of Lady Hae Soo and finds herself amongst the ruling princes of the Wang Family.
Söz,2017,6.643,https://www.themoviedb.org/tv/71096,https://image.tmdb.org/t/p/original/orUokYSO7obeN8T1AhgbMNHb4FB.jpg,"War & Politics, Drama, Action & Adventure",,"Tolga Sarıtaş, Deniz Baysal, Nihat Altınkaya, Eren Vurdem, Burak Sevinç","Yavuz Karasu, a well-trained Turkish soldier, is in Istanbul with his fiance where a terrorist operation takes place. Dr. Bahar, who is not a surgeon, tries to save his fiance. After this incident, Yavuz goes back to Karabayir and Bahar follows him all the way to give him something that belongs to him. Another incident happens and he is chosen to be the commander of a team whose mission is to catch a terrorist and protect Karabiyir and their country Turkey. The whole team is solid, consistent, and willing to sacrifice their lives for the sake of their country."
Saga of Tanya the Evil,2017,8.223,https://www.themoviedb.org/tv/69346,https://image.tmdb.org/t/p/original/5nwiHomKZBBF9DLrolfZapi3fDm.jpg,"Animation, Drama, Sci-Fi & Fantasy, War & Politics",,"Aoi Yuuki, Saori Hayami, Shin-ichiro Miki, Tessyo Genda, Hochu Otsuka","On the front lines of the war, Tanya Degurechaff, blond hair, blue eyes, and porcelain white skin, commands her squad with lisping voice. Actually, she is one of Japan's most elite salary men, reborn as a little girl into a world of magical warfare after angering a mysterious being who calls himself God."
Firing Line with Margaret Hoover,2018,7.5,https://www.themoviedb.org/tv/80715,https://image.tmdb.org/t/p/original/lIyK5ZRvZui0uLCHJnjL2oIZENn.jpg,"Talk, War & Politics",,Margaret Hoover,"Join author, activist and commentator Margaret Hoover for a public affairs talk show that delivers a civil and engaging contest of ideas among the brightest minds and voices from across the ideological spectrum."
Das Boot,2018,6.9,https://www.themoviedb.org/tv/83936,https://image.tmdb.org/t/p/original/pIWOJV7NAfJJ7B9ocV66zT2X5pu.jpg,"War & Politics, Drama","Tony Saint, Johannes W. Betz","Franz Dinda, Pierre Kiwitt, Anna Schudt, Ernst Stötzner, Konstantin Gries",An inexperienced U-boat crew has to survive a secret mission and a young German woman is torn between loyalty for her home country and the French resistance in the WWII drama.
Super Dimension Fortress Macross,1982,7.824,https://www.themoviedb.org/tv/21734,https://image.tmdb.org/t/p/original/15JJd47Wy6enQS3roKSdK1ouce7.jpg,"Animation, Action & Adventure, Sci-Fi & Fantasy, War & Politics",,"Arihiro Hase, Mari Iijima, Mika Doi, Akira Kamiya, Eiji Kanie",After a mysterious spaceship crashes on Earth a fleet of spaceships belonging to a race of aliens known as the Zentradi descend upon Earth sparking an intergalactic war.
Savaşçı,2017,9.0,https://www.themoviedb.org/tv/76500,https://image.tmdb.org/t/p/original/b2IvcQrcq3he4zpGcn3VFipwQDv.jpg,War & Politics,"Volkan Kocatürk, Eray Koçak","Berk Oktay, Alican Albayrak, Uğur Biçer, Bahadır Vatanoğlu, Doğan Bayraktar",
Mobile Fighter G Gundam,1994,7.308,https://www.themoviedb.org/tv/30093,https://image.tmdb.org/t/p/original/iuA29rs5TCFED8qVcEjJdn9YJKr.jpg,"Action & Adventure, Sci-Fi & Fantasy, Animation, War & Politics",,"Tomokazu Seki, Yuri Amano, Hochu Otsuka, Kappei Yamaguchi, Takumi Yamazaki","In the Year F.C. (Future Century) 60, much of mankind inhabits space colonies which orbit the Earth. Dominance over the colonies is decided once every four years by a large tournament in which each nation sends a single representative to fight the others with a giant robot called a Gundam. Domon Kashuu is selected to represent Neo-Japan in one of these tournaments, but he fights less to ensure his nation's victory than to find his brother, who has been blamed for the deaths of Domon's parents and the disappearance of a very dangerous weapon, the Devil Gundam (Dark Gundam)."
For All Mankind,2019,7.699,https://www.themoviedb.org/tv/87917,https://image.tmdb.org/t/p/original/mNXT1QjRCEasXGH3rHCTQm0A0Su.jpg,"Drama, Sci-Fi & Fantasy, War & Politics","Ronald D. Moore, Matt Wolpert, Ben Nedivi","Joel Kinnaman, Toby Kebbell, Krys Marshall, Edi Gathegi, Cynthy Wu","Explore an aspirational world where NASA and the space program remained a priority and a focal point of our hopes and dreams as told through the lives of NASA astronauts, engineers, and their families."
Shōgun,2024,8.453,https://www.themoviedb.org/tv/126308,https://image.tmdb.org/t/p/original/7O4iVfOMQmdCSxhOg1WnzG1AgYT.jpg,"Drama, War & Politics","Rachel Kondo, Justin Marks","Hiroyuki Sanada, Cosmo Jarvis, Anna Sawai, Tadanobu Asano, Takehiro Hira","In Japan in the year 1600, at the dawn of a century-defining civil war, Lord Yoshii Toranaga is fighting for his life as his enemies on the Council of Regents unite against him, when a mysterious European ship is found marooned in a nearby fishing village."
Fauda,2015,7.5,https://www.themoviedb.org/tv/69557,https://image.tmdb.org/t/p/original/j8RWvUgEEweL3BCOLCU4s7SFBmv.jpg,"Drama, Action & Adventure, War & Politics","Avi Issacharoff, Lior Raz","Lior Raz, Netta Garti, Doron Ben-David, Rona-Lee Shimon, Itzik Cohen","A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion."
Legend of the Galactic Heroes,1988,8.7,https://www.themoviedb.org/tv/27660,https://image.tmdb.org/t/p/original/j6amUPH88lc7cJf54MKZCf4a9NA.jpg,"Sci-Fi & Fantasy, Animation, Drama, War & Politics",,"Kei Tomiyama, Ryo Horikawa, Kazuhiko Inoue, Yoshiko Sakakibara, Masashi Hironaka","War rages between the Galactic Empire and the Free Planets Alliance. With two new brilliant young leaders at the helm, anything can happen in this military space opera."
'Allo 'Allo!,1984,7.778,https://www.themoviedb.org/tv/2211,https://image.tmdb.org/t/p/original/m42lb4UxkpaFil4bw0bqqjlWCY4.jpg,"Comedy, War & Politics","David Croft, Jeremy Lloyd","Gorden Kaye, Carmen Silvera, Vicki Michelle, Richard Marner, Kim Hartman",The misadventures of hapless cafe owner René Artois and his escapades with the Resistance in occupied France.
Jumong,2006,7.6,https://www.themoviedb.org/tv/4734,https://image.tmdb.org/t/p/original/oJj4tsSLu65tjcCx5yqHECfehD5.jpg,"War & Politics, Drama",,"Song Il-gook, Jin Hee-kyung, Song Ji-hyo, Han Hye-jin, Bae Soo-bin","Jumong  examines the life of Jumong Taewang, founder of the kingdom of Goguryeo. Few details have been found in the historical record about Jumong, so much of the series is fictionalized."
Pacific Blue,1996,5.3,https://www.themoviedb.org/tv/50,https://image.tmdb.org/t/p/original/lVyEixUIkSWSuUQ1RO4fQMXcXgB.jpg,"Drama, Action & Adventure, Crime, War & Politics",Bill Nuss,"Jim Davidson, Shanna Moakler, Paula Trickey, Jeff Stearns, Amy Hunter","Pacific Blue is an American crime drama series about a team of police officers with the Santa Monica Police Department who patrolled its beaches on bicycles. The show ran for five seasons on the USA Network, from March 2, 1996 to April 9, 2000, with a total of one hundred and one episodes. Often compared as ""Baywatch on bikes,"" the series enjoyed a popular run among the Network's viewers, and was popular in France, Israel, Sweden, Bulgaria, Norway, Spain, Russia, Austria, Germany, Italy, South America, Canada, Denmark, Poland, and other foreign markets."
The Valley of The Wolves,2003,7.3,https://www.themoviedb.org/tv/34587,https://image.tmdb.org/t/p/original/aGi8EuXsf5bbM4O59Uu0pucLcT.jpg,"Action & Adventure, Drama, War & Politics, Crime","Osman Sınav, Raci Şaşmaz","Necati Şaşmaz, Özgü Namal, Kenan Çoban, Gürkan Uygun, İpek Tenolcay","Valley of the Wolves was a Turkish television drama which broadcast mainly on Show TV and then transferred to Kanal D, then atv for its last season. It was mostly about an agent named Polat Alemdar who leaked into the mafia after his plastic surgery. The scenario has direct and indirect references to the Turkish politics and political history from a viewpoint of an undercover agent. Valley of the Wolves became one of the most successful TV shows in Turkey and produced a successful feature film named Valley of the Wolves: Iraq."
The Legend of Qin,2007,8.7,https://www.themoviedb.org/tv/45279,https://image.tmdb.org/t/p/original/x48e2npV0eFTwDQhpt8qF7HUsLI.jpg,"Animation, Action & Adventure, War & Politics, Drama, Sci-Fi & Fantasy",,"Lei Wu, Liu Yijia","The Legend of Qin follows the Qin dynasty from when the Emperor of the Qin, King Zheng conquered the other 6 nations and unified China, to the rise of the king of Western Chu, Xiang Yu, who capture the capital city, Xianyang."
Passato e Presente,2017,9.5,https://www.themoviedb.org/tv/95113,https://image.tmdb.org/t/p/original/9hgwOE4Gj2oZIZOl3e4T1nazWmW.jpg,"Documentary, War & Politics",,Paolo Mieli,"Program about historical dissemination, presented by Paolo Mieli. Each episode sees a historian interacting with the presenter and three young university students."
The Qin Empire,2009,8.3,https://www.themoviedb.org/tv/32231,https://image.tmdb.org/t/p/original/zfuObpAXqGEI3FCSTsBw3GKRyOE.jpg,"Drama, War & Politics",Sun Haohui,"Liu Naiyi, Zhang Luyi, Duan Yihong, Li Naiwen, Zhu Zhu",The rise of the Qin state in the Warring States period during the reign of Duke Xiao of Qin.
Shooter,2016,7.194,https://www.themoviedb.org/tv/66857,https://image.tmdb.org/t/p/original/oMmqtafm6Rdlka1ejJeC9BDWzyO.jpg,"Action & Adventure, War & Politics, Drama",John Hlavin,"Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps, Jesse Bradford",Bob Lee Swagger is an expert marksman living in exile who is coaxed back into action after learning of a plot to kill the president.
The Advisors Alliance,2017,8.3,https://www.themoviedb.org/tv/72311,https://image.tmdb.org/t/p/original/xdlltLF34oFEJ0yIQ64JROFR2VN.jpg,"Drama, War & Politics",,"Wu Xiubo, Liu Tao, Ning Chang, Jerry Lee, Tang Yixin","The story of Sima Yi, a great politician and strategist who lived during the Three Kingdoms era. By his side, Sima Yi has his politically-astute distaff members of his household, and pitted against them are the formidable Cao Cao and his heirs. After defending the Kingdom of Wei from Kongming formidable talents, who will end up with the ultimate power?"
Kings,2022,8.6,https://www.themoviedb.org/tv/51018,https://image.tmdb.org/t/p/original/1K8FiVBk9nDAH0TZmkeMVZ5mR5i.jpg,"Action & Adventure, Drama, Mystery, War & Politics",Raphaela Castro,Vittoria Seixas,"Kings will tell the story of the nation of Israel, from the moment when the last judge, the prophet Samuel, is used by God to guide His people, to the sad fall of Jerusalem, caused by the armies of Babylon."
